name	rank	last_changed	profile_group	habitat	flying	diet
Thomisidae	family	2025-05-01 23:10:31		forest	no	

Thripidae	family	2025-05-01 23:10:31		grassland	no	

Thysanoptera	order	2025-05-01 23:10:31		grassland	no	

Tomoceridae	family	2025-05-01 23:10:31		soil	no	

Trachelipodidae	family	2025-05-01 23:10:31		forest	no	parasite

Trichodectidae	family	2025-05-01 23:10:31		forest	no	parasite

Trichoniscidae	family	2025-05-01 23:10:31		freshwater	no	

Trichopsocidae	family	2025-05-01 23:10:31		forest	no	

Trichoptera	order	2025-05-01 23:10:31		freshwater	no	

Tricorythidae	family	2025-05-01 23:10:31		freshwater	yes	

Trigoniulidae	family	2025-05-01 23:10:31		soil	no	

Triopsidae	family	2025-05-01 23:10:31		freshwater	no	

Trogiidae	family	2025-05-01 23:10:31		forest	no	

Trombiculidae	family	2025-05-01 23:10:31		forest	no	parasite

Trombidiformes	order	2025-05-01 23:10:31		soil	no	

Trombidiidae	family	2025-05-01 23:10:31		forest	no	parasite

Uloboridae	family	2025-05-01 23:10:31		forest	no	

Unionicolidae	family	2025-05-01 23:10:31		freshwater	no	

Vaejovidae	family	2025-05-01 23:10:31		desert	no	

Varroidae	family	2025-05-01 23:10:31		soil	no	parasite

Vermipsyllidae	family	2025-05-01 23:10:31		forest	no	parasite

Vespidae	family	2025-05-01 23:10:31		forest	yes	

Withiidae	family	2025-05-01 23:10:31		soil	no	

Xenidae	family	2025-05-01 23:10:31		marine	no	

Xibalbanidae	family	2025-05-01 23:10:31		soil	no	

Xystodesmidae	family	2025-05-01 23:10:31		soil	no	

Yponomeutidae	family	2025-05-01 23:10:31		forest	yes	

Zygentoma	order	2025-05-01 23:10:31		soil	no	

Abax parallelepipedus	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	soil	no	carnivore

Aborolabis cerrobarjai	GenusAndSpecies	2025-05-01 23:11:52	Dermaptera	soil	no	herbivore

Acalyptus carpini	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	grassland	no	herbivore

Acanthacorydalis fruhstorferi	GenusAndSpecies	2025-05-01 23:11:52	Megaloptera	freshwater	yes	carnivore

Acanthacorydalis orientalis	GenusAndSpecies	2025-05-01 23:11:52	Megaloptera	freshwater	yes	negavore

Acanthacorydalis yunnanensis	GenusAndSpecies	2025-05-01 23:11:52	Megaloptera	freshwater, soil	yes	herbivore

Acanthocinus aedilis	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest	no	herbivore

Acanthophrynus coronatus	GenusAndSpecies	2025-05-01 23:11:52	Amblypygi	soil	no	carnivore

Acerentomon doderoi	GenusAndSpecies	2025-05-01 23:11:52	Entognatha	soil	no	detritivore

Aceria tosichella	GenusAndSpecies	2025-05-01 23:11:52	Trombidiformes	forest, grassland	no	herbivore

Acheta domesticus	GenusAndSpecies	2025-05-01 23:11:52	Orthoptera	grassland	yes	omnivore

Acrida conica	GenusAndSpecies	2025-05-01 23:11:52	Orthoptera	grassland	no	herbivore

Acrophylla wuelfingi	GenusAndSpecies	2025-05-01 23:11:52	Phasmatodea	forest	no	herbivore

Acrosternum pensylvanicum	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	forest, grassland	yes	herbivore

Actias luna	GenusAndSpecies	2025-05-01 23:11:52	Lepidoptera	forest, grassland	yes	negavore

Adalia bipunctata	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest, grassland	yes	carnivore

Adelphocoris lineolatus	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	forest, grassland	no	herbivore

Aedes aegypti	GenusAndSpecies	2025-05-01 23:11:52	Diptera	freshwater, urban	yes	parasite

Aedes albopictus	GenusAndSpecies	2025-05-01 23:11:52	Diptera	freshwater, urban	yes	parasite

Aedes japonicus	GenusAndSpecies	2025-05-01 23:11:52	Diptera	freshwater, urban	yes	parasite

Aedes sollicitans	GenusAndSpecies	2025-05-01 23:11:52	Diptera	freshwater, urban	yes	parasite

Aedes triseriatus	GenusAndSpecies	2025-05-01 23:11:52	Diptera	freshwater, urban	yes	parasite

Aegus chelifer	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest	no	herbivore

Aeolothrips fasciatus	GenusAndSpecies	2025-05-01 23:11:52	Thysanoptera	grassland	yes	carnivore

Aeshna cyanea	GenusAndSpecies	2025-05-01 23:11:52	Odonata	freshwater	yes	carnivore

Aglais io	GenusAndSpecies	2025-05-01 23:11:52	Lepidoptera	forest, grassland	yes	herbivore

Agonum dorsale	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	soil	no	carnivore

Agraylea multipunctata	GenusAndSpecies	2025-05-01 23:11:52	Trichoptera	freshwater	yes	detritivore

Agriocnemis femina	GenusAndSpecies	2025-05-01 23:11:52	Odonata	freshwater	yes	carnivore

Agrotis ipsilon	GenusAndSpecies	2025-05-01 23:11:52	Lepidoptera	forest, grassland	yes	herbivore

Agulla adnixa	GenusAndSpecies	2025-05-01 23:11:52	Plecoptera	forest	yes	herbivore

Agulla amaura	GenusAndSpecies	2025-05-01 23:11:52	Plecoptera	forest, freshwater	yes	herbivore

Agulla assimilis	GenusAndSpecies	2025-05-01 23:11:52	Plecoptera	forest, freshwater	yes	carnivore

Agulla bicolor	GenusAndSpecies	2025-05-01 23:11:52	Plecoptera	forest	yes	carnivore

Agulla bractea	GenusAndSpecies	2025-05-01 23:11:52	Plecoptera	forest	yes	carnivore

Agulla herbsti	GenusAndSpecies	2025-05-01 23:11:52	Raphidioptera	forest	yes	herbivore

Agulla modesta	GenusAndSpecies	2025-05-01 23:11:52	Raphidioptera	forest	yes	herbivore

Agulla nixa	GenusAndSpecies	2025-05-01 23:11:52	Raphidioptera	forest	yes	herbivore

Agulla paramerica	GenusAndSpecies	2025-05-01 23:11:52	Raphidioptera	forest	yes	carnivore

Agulla unicolor	GenusAndSpecies	2025-05-01 23:11:52	Raphidioptera	forest	yes	carnivore

Allocapnia pygmaea	GenusAndSpecies	2025-05-01 23:11:52	Plecoptera	freshwater	yes	herbivore

Allodia ornaticornis	GenusAndSpecies	2025-05-01 23:11:52	Diptera	forest	yes	herbivore

Allonemobius fasciatus	GenusAndSpecies	2025-05-01 23:11:52	Orthoptera	grassland	no	omnivore

Alloperla furcula	GenusAndSpecies	2025-05-01 23:11:52	Plecoptera	freshwater	yes	herbivore

Allothrombium fuliginosum	GenusAndSpecies	2025-05-01 23:11:52	Trombidiformes	forest, soil	no	herbivore

Allygus mixtus	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	grassland	yes	herbivore

Alydus calcaratus	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	grassland	no	herbivore

Amara communis	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	soil	no	herbivore

Amblyomma americanum	GenusAndSpecies	2025-05-01 23:11:52	Ixodida	forest, soil	no	parasite

Amblyomma maculatum	GenusAndSpecies	2025-05-01 23:11:52	Ixodida	forest, soil	no	parasite

Amblyopone australis	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	soil	yes	carnivore

Ameletus ludens	GenusAndSpecies	2025-05-01 23:11:52	Ephemeroptera	freshwater	yes	negavore

Amitermes wheeleri	GenusAndSpecies	2025-05-01 23:11:52	Blattodea	urban	no	detritivore

Ammophila procera	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	forest, grassland	yes	herbivore

Amphiagrion abbreviatum	GenusAndSpecies	2025-05-01 23:11:52	Odonata	freshwater	yes	carnivore

Amphigerontia contaminata	GenusAndSpecies	2025-05-01 23:11:52	Psocodea	soil	no	herbivore

Amphinemura sulcicollis	GenusAndSpecies	2025-05-01 23:11:52	Plecoptera	freshwater	yes	herbivore

Amphipsocus japonicus	GenusAndSpecies	2025-05-01 23:11:52	Psocodea	forest	no	herbivore

Anaphothrips obscurus	GenusAndSpecies	2025-05-01 23:11:52	Thysanoptera	grassland	yes	herbivore

Anartia jatrophae	GenusAndSpecies	2025-05-01 23:11:52	Lepidoptera	forest, grassland	yes	herbivore

Anasimyia contracta	GenusAndSpecies	2025-05-01 23:11:52	Diptera	forest, grassland, freshwater	yes	herbivore

Anatis labiculata	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest, grassland	yes	carnivore

Anax junius	GenusAndSpecies	2025-05-01 23:11:52	Odonata	freshwater	yes	carnivore

Anchiale maculata	GenusAndSpecies	2025-05-01 23:11:52	Phasmatodea	forest	no	herbivore

Andrena fulva	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	soil	yes	herbivore

Androctonus australis	GenusAndSpecies	2025-05-01 23:11:52	Scorpiones	desert	no	carnivore

Anisolabis maritima	GenusAndSpecies	2025-05-01 23:11:52	Dermaptera	marine, soil	no	detritivore

Anochetus emarginatus	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	soil	yes	herbivore

Anopheles albimanus	GenusAndSpecies	2025-05-01 23:11:52	Diptera	freshwater, urban	yes	parasite

Anopheles darlingi	GenusAndSpecies	2025-05-01 23:11:52	Diptera	freshwater, urban	yes	parasite

Anopheles gambiae	GenusAndSpecies	2025-05-01 23:11:52	Diptera	freshwater, urban	yes	parasite

Anopheles stephensi	GenusAndSpecies	2025-05-01 23:11:52	Diptera	freshwater, urban	yes	parasite

Anoplophora glabripennis	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest	no	herbivore

Antestiopsis orbitalis	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	forest, grassland	no	herbivore

Anthonomus grandis	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	grassland	no	herbivore

Anthophora plumipes	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	grassland	yes	herbivore

Anthopotamus distinctus	GenusAndSpecies	2025-05-01 23:11:52	Ephemeroptera	freshwater	yes	detritivore

Antipaluria urichi	GenusAndSpecies	2025-05-01 23:11:52	Embioptera	forest	no	herbivore

Apachyus chartaceus	GenusAndSpecies	2025-05-01 23:11:52	Dermaptera	soil	no	herbivore

Apatura iris	GenusAndSpecies	2025-05-01 23:11:52	Lepidoptera	forest, grassland	yes	herbivore

Apheloria virginiensis	GenusAndSpecies	2025-05-01 23:11:52	Diplopoda	soil	no	herbivore

Aphonopelma chalcodes	GenusAndSpecies	2025-05-01 23:11:52	Araneae	forest	no	carnivore

Apiomerus crassipes	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	varied	no	carnivore

Apion apricans	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest	no	herbivore

Apis cerana	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	grassland	yes	herbivore

Apis dorsata	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	grassland	no	herbivore

Apis mellifera	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	grassland	no	herbivore

Apocheiridium ferum	GenusAndSpecies	2025-05-01 23:11:52	Pseudoscorpiones	soil	no	detritivore

Aposthonia borneensis	GenusAndSpecies	2025-05-01 23:11:52	Embioptera	soil	no	herbivore

Aposthonia japonica	GenusAndSpecies	2025-05-01 23:11:52	Embioptera	soil	no	herbivore

Aquarius remigis	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	freshwater	no	herbivore

Araneus diadematus	GenusAndSpecies	2025-05-01 23:11:52	Araneae	forest, grassland	no	carnivore

Araschnia levana	GenusAndSpecies	2025-05-01 23:11:52	Lepidoptera	forest, grassland	yes	herbivore

Archimandrita tesselata	GenusAndSpecies	2025-05-01 23:11:52	Blattodea	urban	yes	detritivore

Archispirostreptus gigas	GenusAndSpecies	2025-05-01 23:11:52	Diplopoda	soil	no	herbivore

Arctocorisa carinata	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	freshwater	no	carnivore

Aretaon asperrimus	GenusAndSpecies	2025-05-01 23:11:52	Phasmatodea	forest	no	herbivore

Arethaea constricta	GenusAndSpecies	2025-05-01 23:11:52	Orthoptera	grassland	yes	herbivore

Argas persicus	GenusAndSpecies	2025-05-01 23:11:52	Ixodida	forest, soil	no	parasite

Argas reflexus	GenusAndSpecies	2025-05-01 23:11:52	Ixodida	forest, soil	no	parasite

Argia apicalis	GenusAndSpecies	2025-05-01 23:11:52	Odonata	freshwater	yes	carnivore

Argia fumipennis	GenusAndSpecies	2025-05-01 23:11:52	Odonata	freshwater	yes	carnivore

Argiocnemis rubescens	GenusAndSpecies	2025-05-01 23:11:52	Odonata	freshwater	yes	carnivore

Argiope aurantia	GenusAndSpecies	2025-05-01 23:11:52	Araneae	forest, grassland	no	carnivore

Argynnis paphia	GenusAndSpecies	2025-05-01 23:11:52	Lepidoptera	forest, grassland	yes	herbivore

Arhopalus rusticus	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest	no	herbivore

Arilus cristatus	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	varied	no	carnivore

Armadillidium depressum	GenusAndSpecies	2025-05-01 23:11:52	Malacostraca	soil	no	herbivore

Armadillidium frontemarginatum	GenusAndSpecies	2025-05-01 23:11:52	Malacostraca	freshwater	no	herbivore

Armadillidium gestroi	GenusAndSpecies	2025-05-01 23:11:52	Malacostraca	soil	no	herbivore

Armadillidium granulatum	GenusAndSpecies	2025-05-01 23:11:52	Malacostraca	soil	no	herbivore

Armadillidium klugii	GenusAndSpecies	2025-05-01 23:11:52	Malacostraca	freshwater	no	herbivore

Armadillidium maculatum	GenusAndSpecies	2025-05-01 23:11:52	Malacostraca	soil	no	detritivore

Armadillidium nasatum	GenusAndSpecies	2025-05-01 23:11:52	Malacostraca	freshwater	no	herbivore

Armadillidium opacum	GenusAndSpecies	2025-05-01 23:11:52	Malacostraca	freshwater	no	herbivore

Armadillidium pictum	GenusAndSpecies	2025-05-01 23:11:52	Malacostraca	forest, freshwater, soil	no	herbivore

Armadillidium vulgare	GenusAndSpecies	2025-05-01 23:11:52	Malacostraca	freshwater, soil	no	detritivore

Arrenurus cuspidator	GenusAndSpecies	2025-05-01 23:11:52	Trombidiformes	freshwater	no	carnivore

Arrenurus globator	GenusAndSpecies	2025-05-01 23:11:52	Trombidiformes	freshwater	no	herbivore

Arrenurus manubriator	GenusAndSpecies	2025-05-01 23:11:52	Trombidiformes	freshwater	no	parasite

Artemia franciscana	GenusAndSpecies	2025-05-01 23:11:52	Branchiopoda	freshwater	no	herbivore

Artemia monica	GenusAndSpecies	2025-05-01 23:11:52	Branchiopoda	freshwater	no	herbivore

Artemia parthenogenetica	GenusAndSpecies	2025-05-01 23:11:52	Branchiopoda	freshwater	no	herbivore

Artemia persimilis	GenusAndSpecies	2025-05-01 23:11:52	Branchiopoda	freshwater	no	herbivore

Artemia salina	GenusAndSpecies	2025-05-01 23:11:52	Branchiopoda	freshwater	no	herbivore

Artemia sinica	GenusAndSpecies	2025-05-01 23:11:52	Branchiopoda	freshwater	no	herbivore

Artemia tibetiana	GenusAndSpecies	2025-05-01 23:11:52	Branchiopoda	freshwater	no	herbivore

Artemia urmiana	GenusAndSpecies	2025-05-01 23:11:52	Branchiopoda	freshwater	no	herbivore

Ascalapha odorata	GenusAndSpecies	2025-05-01 23:11:52	Lepidoptera	forest, grassland	yes	herbivore

Asilus crabroniformis	GenusAndSpecies	2025-05-01 23:11:52	Diptera	grassland	yes	carnivore

Asphondylia solidaginis	GenusAndSpecies	2025-05-01 23:11:52	Diptera	varied	yes	herbivore

Aspisoma lineatum	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest, soil	yes	carnivore

Atemnus politus	GenusAndSpecies	2025-05-01 23:11:52	Pseudoscorpiones	soil	no	herbivore

Atheta coriaria	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	soil	yes	carnivore

Atractomorpha sinensis	GenusAndSpecies	2025-05-01 23:11:52	Orthoptera	grassland	no	herbivore

Aturus acadiensis	GenusAndSpecies	2025-05-01 23:11:52	Trombidiformes	freshwater	no	parasite

Atylotus rusticus	GenusAndSpecies	2025-05-01 23:11:52	Diptera	varied	yes	parasite

Atypus affinis	GenusAndSpecies	2025-05-01 23:11:52	Araneae	soil	no	carnivore

Australembia incompta	GenusAndSpecies	2025-05-01 23:11:52	Embioptera	soil	no	herbivore

Australentulus australiensis	GenusAndSpecies	2025-05-01 23:11:52	Entognatha	soil	no	detritivore

Automeris io	GenusAndSpecies	2025-05-01 23:11:52	Lepidoptera	forest, grassland	yes	negavore

Avicularia avicularia	GenusAndSpecies	2025-05-01 23:11:52	Araneae	forest	no	carnivore

Baccha elongata	GenusAndSpecies	2025-05-01 23:11:52	Diptera	forest, grassland	yes	carnivore

Bacillus rossius	GenusAndSpecies	2025-05-01 23:11:52	Phasmatodea	forest	no	herbivore

Baetis rhodani	GenusAndSpecies	2025-05-01 23:11:52	Ephemeroptera	freshwater	yes	negavore

Bagrada hilaris	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	forest, grassland	no	herbivore

Bairdia mediterranea	GenusAndSpecies	2025-05-01 23:11:52	Ostracoda	marine	no	herbivore

Balclutha rubrostriata	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	grassland	no	herbivore

Ballophilus species	GenusAndSpecies	2025-05-01 23:11:52	Chilopoda	soil	no	herbivore

Banasa dimidiata	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	forest, grassland	yes	herbivore

Batocera rufomaculata	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest	no	herbivore

Behningia ulmeri	GenusAndSpecies	2025-05-01 23:11:52	Ephemeroptera	freshwater	yes	herbivore

Belostoma anurum	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	freshwater	no	carnivore

Belostoma cummingsi	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	freshwater	no	carnivore

Belostoma elegans	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	freshwater	no	carnivore

Belostoma flumineum	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	freshwater	no	carnivore

Belostoma gestroi	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	freshwater	no	carnivore

Belostoma lutarium	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	freshwater	no	carnivore

Belostoma martinezi	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	freshwater	no	carnivore

Belostoma minor	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	freshwater	no	carnivore

Belostoma nobilis	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	freshwater	no	carnivore

Belostoma oxyurum	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	freshwater	no	carnivore

Bembidion lampros	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	soil	no	carnivore

Bennelongia australis	GenusAndSpecies	2025-05-01 23:11:52	Ostracoda	freshwater	no	herbivore

Beraea maurus	GenusAndSpecies	2025-05-01 23:11:52	Trichoptera	freshwater	yes	herbivore

Berberentulus capensis	GenusAndSpecies	2025-05-01 23:11:52	Entognatha	soil	no	detritivore

Bezzia nobilis	GenusAndSpecies	2025-05-01 23:11:52	Diptera	freshwater	yes	carnivore

Bibio marci	GenusAndSpecies	2025-05-01 23:11:52	Diptera	grassland	yes	herbivore

Biton zederbaueri	GenusAndSpecies	2025-05-01 23:11:52	Solifugae	desert	no	carnivore

Bittacus occidentis	GenusAndSpecies	2025-05-01 23:11:52	Mecoptera	forest	yes	herbivore

Bittacus pilicornis	GenusAndSpecies	2025-05-01 23:11:52	Mecoptera	forest	yes	carnivore

Bittacus stigmaterus	GenusAndSpecies	2025-05-01 23:11:52	Mecoptera	forest	yes	carnivore

Bittacus strigosus	GenusAndSpecies	2025-05-01 23:11:52	Mecoptera	forest	yes	carnivore

Blaptica dubia	GenusAndSpecies	2025-05-01 23:11:52	Blattodea	urban	no	detritivore

Blatta orientalis	GenusAndSpecies	2025-05-01 23:11:52	Blattodea	urban	no	herbivore

Blattella germanica	GenusAndSpecies	2025-05-01 23:11:52	Blattodea	urban	no	herbivore

Blepharopsis mendica	GenusAndSpecies	2025-05-01 23:11:52	Mantodea	grassland	yes	carnivore

Blissus leucopterus	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	grassland	yes	herbivore

Boerias maculata	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	forest, grassland	no	herbivore

Bombus impatiens	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	grassland	no	herbivore

Bombus terrestris	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	grassland	no	herbivore

Bombyx mori	GenusAndSpecies	2025-05-01 23:11:52	Lepidoptera	forest, grassland	yes	herbivore

Boophilus microplus	GenusAndSpecies	2025-05-01 23:11:52	Ixodida	forest, soil	no	parasite

Boreus hyemalis	GenusAndSpecies	2025-05-01 23:11:52	Mecoptera	forest	yes	scavenger

Boreus westwoodi	GenusAndSpecies	2025-05-01 23:11:52	Mecoptera	forest	yes	detritivore

Bourletiella hortensis	GenusAndSpecies	2025-05-01 23:11:52	Entognatha	soil	no	herbivore

Boyeria vinosa	GenusAndSpecies	2025-05-01 23:11:52	Odonata	freshwater	yes	carnivore

Brachycybe lecontii	GenusAndSpecies	2025-05-01 23:11:52	Diplopoda	forest	no	fungivore

Brachypelma smithi	GenusAndSpecies	2025-05-01 23:11:52	Araneae	forest	no	carnivore

Bracon hebetor	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	forest, grassland	yes	parasite

Bradysia coprophila	GenusAndSpecies	2025-05-01 23:11:52	Diptera	varied	yes	detritivore

Bradysia impatiens	GenusAndSpecies	2025-05-01 23:11:52	Diptera	varied	yes	detritivore

Branchinecta belki	GenusAndSpecies	2025-05-01 23:11:52	Branchiopoda	freshwater	no	herbivore

Branchinecta brushi	GenusAndSpecies	2025-05-01 23:11:52	Branchiopoda	freshwater	no	herbivore

Branchinecta coloradensis	GenusAndSpecies	2025-05-01 23:11:52	Branchiopoda	freshwater	no	herbivore

Branchinecta ferox	GenusAndSpecies	2025-05-01 23:11:52	Branchiopoda	freshwater	no	herbivore

Branchinecta gigas	GenusAndSpecies	2025-05-01 23:11:52	Branchiopoda	freshwater	no	detritivore

Branchinecta hiberna	GenusAndSpecies	2025-05-01 23:11:52	Branchiopoda	freshwater	no	herbivore

Branchinecta lindahli	GenusAndSpecies	2025-05-01 23:11:52	Branchiopoda	desert, freshwater	no	herbivore

Branchinecta longiantenna	GenusAndSpecies	2025-05-01 23:11:52	Branchiopoda	freshwater	no	herbivore

Branchinecta lynchi	GenusAndSpecies	2025-05-01 23:11:52	Branchiopoda	freshwater	no	herbivore

Branchinecta mackini	GenusAndSpecies	2025-05-01 23:11:52	Branchiopoda	freshwater	no	herbivore

Branchinecta mexicana	GenusAndSpecies	2025-05-01 23:11:52	Branchiopoda	freshwater	no	herbivore

Branchinecta packardi	GenusAndSpecies	2025-05-01 23:11:52	Branchiopoda	freshwater	no	herbivore

Branchinecta paludosa	GenusAndSpecies	2025-05-01 23:11:52	Branchiopoda	freshwater	no	herbivore

Branchinecta raptor	GenusAndSpecies	2025-05-01 23:11:52	Branchiopoda	desert, freshwater	no	carnivore

Branchinecta readingi	GenusAndSpecies	2025-05-01 23:11:52	Branchiopoda	freshwater	no	herbivore
